country_long,iso2,project,page_id,page_title,pageviews_dp,date
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2252,2022-08-01
United States of America,US,en.wikipedia,242702,Monkeypox,45191,2022-08-01
India,IN,en.wikipedia,39680623,Monkeypox virus,574,2022-08-02
United States of America,US,en.wikipedia,39680623,Monkeypox virus,3322,2022-08-02
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2088,2022-08-03
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2806,2022-08-04
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2831,2022-08-05
Australia,AU,en.wikipedia,242702,Monkeypox,1443,2022-08-06
Canada,CA,en.wikipedia,242702,Monkeypox,2144,2022-08-06
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1946,2022-08-06
India,IN,en.wikipedia,242702,Monkeypox,1522,2022-08-06
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1465,2022-08-06
United States of America,US,en.wikipedia,242702,Monkeypox,36315,2022-08-06
Australia,AU,en.wikipedia,242702,Monkeypox,1201,2022-08-07
Canada,CA,en.wikipedia,242702,Monkeypox,1610,2022-08-07
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1584,2022-08-07
India,IN,en.wikipedia,242702,Monkeypox,1415,2022-08-07
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1190,2022-08-07
United States of America,US,en.wikipedia,242702,Monkeypox,26014,2022-08-07
Australia,AU,en.wikipedia,242702,Monkeypox,1340,2022-08-08
Canada,CA,en.wikipedia,242702,Monkeypox,1668,2022-08-08
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1463,2022-08-08
India,IN,en.wikipedia,242702,Monkeypox,1379,2022-08-08
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1306,2022-08-08
United States of America,US,en.wikipedia,242702,Monkeypox,24638,2022-08-08
Australia,AU,en.wikipedia,242702,Monkeypox,1008,2022-08-09
Canada,CA,en.wikipedia,242702,Monkeypox,1432,2022-08-09
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1374,2022-08-09
India,IN,en.wikipedia,242702,Monkeypox,1201,2022-08-09
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1036,2022-08-09
United States of America,US,en.wikipedia,242702,Monkeypox,21339,2022-08-09
Australia,AU,en.wikipedia,242702,Monkeypox,802,2022-08-10
Canada,CA,en.wikipedia,242702,Monkeypox,1345,2022-08-10
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1546,2022-08-10
India,IN,en.wikipedia,242702,Monkeypox,868,2022-08-10
United States of America,US,en.wikipedia,39680623,Monkeypox virus,869,2022-08-10
United States of America,US,en.wikipedia,242702,Monkeypox,19580,2022-08-10
Australia,AU,en.wikipedia,242702,Monkeypox,779,2022-08-11
Canada,CA,en.wikipedia,242702,Monkeypox,1452,2022-08-11
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1270,2022-08-11
India,IN,en.wikipedia,242702,Monkeypox,759,2022-08-11
United States of America,US,en.wikipedia,39680623,Monkeypox virus,983,2022-08-11
United States of America,US,en.wikipedia,242702,Monkeypox,18356,2022-08-11
Australia,AU,en.wikipedia,242702,Monkeypox,651,2022-08-12
Canada,CA,en.wikipedia,242702,Monkeypox,1450,2022-08-12
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1322,2022-08-12
India,IN,en.wikipedia,242702,Monkeypox,658,2022-08-12
United States of America,US,en.wikipedia,39680623,Monkeypox virus,785,2022-08-12
United States of America,US,en.wikipedia,242702,Monkeypox,15575,2022-08-12
Australia,AU,en.wikipedia,242702,Monkeypox,669,2022-08-13
Canada,CA,en.wikipedia,242702,Monkeypox,1391,2022-08-13
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1035,2022-08-13
India,IN,en.wikipedia,242702,Monkeypox,730,2022-08-13
United States of America,US,en.wikipedia,39680623,Monkeypox virus,653,2022-08-13
United States of America,US,en.wikipedia,242702,Monkeypox,13650,2022-08-13
Australia,AU,en.wikipedia,242702,Monkeypox,652,2022-08-14
Canada,CA,en.wikipedia,242702,Monkeypox,1121,2022-08-14
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1084,2022-08-14
India,IN,en.wikipedia,242702,Monkeypox,622,2022-08-14
United States of America,US,en.wikipedia,39680623,Monkeypox virus,711,2022-08-14
United States of America,US,en.wikipedia,242702,Monkeypox,13125,2022-08-14
Australia,AU,en.wikipedia,242702,Monkeypox,667,2022-08-15
Canada,CA,en.wikipedia,242702,Monkeypox,1144,2022-08-15
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1284,2022-08-15
India,IN,en.wikipedia,242702,Monkeypox,620,2022-08-15
United States of America,US,en.wikipedia,39680623,Monkeypox virus,720,2022-08-15
United States of America,US,en.wikipedia,242702,Monkeypox,13175,2022-08-15
Australia,AU,en.wikipedia,242702,Monkeypox,665,2022-08-16
Canada,CA,en.wikipedia,242702,Monkeypox,1112,2022-08-16
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1412,2022-08-16
India,IN,en.wikipedia,242702,Monkeypox,690,2022-08-16
United States of America,US,en.wikipedia,39680623,Monkeypox virus,718,2022-08-16
United States of America,US,en.wikipedia,242702,Monkeypox,13582,2022-08-16
Australia,AU,en.wikipedia,242702,Monkeypox,719,2022-08-17
Canada,CA,en.wikipedia,242702,Monkeypox,1084,2022-08-17
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1271,2022-08-17
India,IN,en.wikipedia,242702,Monkeypox,668,2022-08-17
United States of America,US,en.wikipedia,39680623,Monkeypox virus,762,2022-08-17
United States of America,US,en.wikipedia,242702,Monkeypox,13170,2022-08-17
Australia,AU,en.wikipedia,242702,Monkeypox,526,2022-08-18
Canada,CA,en.wikipedia,242702,Monkeypox,1129,2022-08-18
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1301,2022-08-18
India,IN,en.wikipedia,242702,Monkeypox,725,2022-08-18
United States of America,US,en.wikipedia,39680623,Monkeypox virus,807,2022-08-18
United States of America,US,en.wikipedia,242702,Monkeypox,13895,2022-08-18
Australia,AU,en.wikipedia,242702,Monkeypox,533,2022-08-19
Canada,CA,en.wikipedia,242702,Monkeypox,1092,2022-08-19
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1118,2022-08-19
India,IN,en.wikipedia,242702,Monkeypox,787,2022-08-19
United States of America,US,en.wikipedia,39680623,Monkeypox virus,794,2022-08-19
United States of America,US,en.wikipedia,242702,Monkeypox,12540,2022-08-19
Australia,AU,en.wikipedia,242702,Monkeypox,1182,2022-08-20
Canada,CA,en.wikipedia,242702,Monkeypox,933,2022-08-20
United Kingdom,GB,en.wikipedia,242702,Monkeypox,885,2022-08-20
Indonesia,ID,en.wikipedia,242702,Monkeypox,466,2022-08-20
India,IN,en.wikipedia,242702,Monkeypox,725,2022-08-20
United States of America,US,en.wikipedia,39680623,Monkeypox virus,504,2022-08-20
United States of America,US,en.wikipedia,242702,Monkeypox,10061,2022-08-20
Australia,AU,en.wikipedia,242702,Monkeypox,1205,2022-08-21
Canada,CA,en.wikipedia,242702,Monkeypox,912,2022-08-21
United Kingdom,GB,en.wikipedia,242702,Monkeypox,974,2022-08-21
India,IN,en.wikipedia,242702,Monkeypox,758,2022-08-21
United States of America,US,en.wikipedia,39680623,Monkeypox virus,494,2022-08-21
United States of America,US,en.wikipedia,242702,Monkeypox,9698,2022-08-21
Australia,AU,en.wikipedia,242702,Monkeypox,798,2022-08-22
Canada,CA,en.wikipedia,242702,Monkeypox,921,2022-08-22
United Kingdom,GB,en.wikipedia,242702,Monkeypox,914,2022-08-22
India,IN,en.wikipedia,242702,Monkeypox,715,2022-08-22
United States of America,US,en.wikipedia,39680623,Monkeypox virus,541,2022-08-22
United States of America,US,en.wikipedia,242702,Monkeypox,9849,2022-08-22
Australia,AU,en.wikipedia,242702,Monkeypox,633,2022-08-23
Canada,CA,en.wikipedia,242702,Monkeypox,863,2022-08-23
United Kingdom,GB,en.wikipedia,242702,Monkeypox,826,2022-08-23
India,IN,en.wikipedia,242702,Monkeypox,572,2022-08-23
United States of America,US,en.wikipedia,39680623,Monkeypox virus,478,2022-08-23
United States of America,US,en.wikipedia,242702,Monkeypox,9244,2022-08-23
Australia,AU,en.wikipedia,242702,Monkeypox,538,2022-08-24
Canada,CA,en.wikipedia,242702,Monkeypox,767,2022-08-24
United Kingdom,GB,en.wikipedia,242702,Monkeypox,731,2022-08-24
India,IN,en.wikipedia,242702,Monkeypox,707,2022-08-24
United States of America,US,en.wikipedia,242702,Monkeypox,7830,2022-08-24
Canada,CA,en.wikipedia,242702,Monkeypox,722,2022-08-25
United Kingdom,GB,en.wikipedia,242702,Monkeypox,707,2022-08-25
India,IN,en.wikipedia,242702,Monkeypox,661,2022-08-25
United States of America,US,en.wikipedia,242702,Monkeypox,6893,2022-08-25
Canada,CA,en.wikipedia,242702,Monkeypox,555,2022-08-26
United Kingdom,GB,en.wikipedia,242702,Monkeypox,596,2022-08-26
United States of America,US,en.wikipedia,242702,Monkeypox,6314,2022-08-26
United Kingdom,GB,en.wikipedia,242702,Monkeypox,777,2022-08-27
India,IN,en.wikipedia,242702,Monkeypox,462,2022-08-27
United States of America,US,en.wikipedia,242702,Monkeypox,5456,2022-08-27
United Kingdom,GB,en.wikipedia,242702,Monkeypox,516,2022-08-28
India,IN,en.wikipedia,242702,Monkeypox,694,2022-08-28
United States of America,US,en.wikipedia,242702,Monkeypox,4771,2022-08-28
Canada,CA,en.wikipedia,242702,Monkeypox,557,2022-08-29
United Kingdom,GB,en.wikipedia,242702,Monkeypox,672,2022-08-29
India,IN,en.wikipedia,242702,Monkeypox,679,2022-08-29
United States of America,US,en.wikipedia,242702,Monkeypox,5265,2022-08-29
Canada,CA,en.wikipedia,242702,Monkeypox,468,2022-08-30
United Kingdom,GB,en.wikipedia,242702,Monkeypox,479,2022-08-30
India,IN,en.wikipedia,242702,Monkeypox,508,2022-08-30
United States of America,US,en.wikipedia,242702,Monkeypox,5872,2022-08-30
India,IN,en.wikipedia,242702,Monkeypox,567,2022-08-31
United States of America,US,en.wikipedia,242702,Monkeypox,5650,2022-08-31
India,IN,en.wikipedia,242702,Monkeypox,580,2022-09-01
United States of America,US,en.wikipedia,242702,Monkeypox,4694,2022-09-01
United Kingdom,GB,en.wikipedia,242702,Monkeypox,535,2022-09-02
India,IN,en.wikipedia,242702,Monkeypox,564,2022-09-02
United States of America,US,en.wikipedia,242702,Monkeypox,4065,2022-09-02
United States of America,US,en.wikipedia,242702,Monkeypox,3612,2022-09-03
United States of America,US,en.wikipedia,242702,Monkeypox,3485,2022-09-04
United States of America,US,en.wikipedia,242702,Monkeypox,3489,2022-09-05
United States of America,US,en.wikipedia,242702,Monkeypox,3393,2022-09-06
United States of America,US,en.wikipedia,242702,Monkeypox,4375,2022-09-07
United Kingdom,GB,en.wikipedia,242702,Monkeypox,452,2022-09-08
India,IN,en.wikipedia,242702,Monkeypox,16123,2022-09-08
New Zealand,NZ,en.wikipedia,242702,Monkeypox,5630,2022-09-08
United States of America,US,en.wikipedia,242702,Monkeypox,5873,2022-09-08
India,IN,en.wikipedia,242702,Monkeypox,2370,2022-09-09
United States of America,US,en.wikipedia,242702,Monkeypox,5392,2022-09-09
India,IN,en.wikipedia,242702,Monkeypox,568,2022-09-10
United States of America,US,en.wikipedia,242702,Monkeypox,4737,2022-09-10
United States of America,US,en.wikipedia,242702,Monkeypox,4510,2022-09-11
United States of America,US,en.wikipedia,242702,Monkeypox,4805,2022-09-12
United States of America,US,en.wikipedia,242702,Monkeypox,4725,2022-09-13
United States of America,US,en.wikipedia,242702,Monkeypox,4224,2022-09-14
United States of America,US,en.wikipedia,242702,Monkeypox,3872,2022-09-15
United States of America,US,en.wikipedia,242702,Monkeypox,3871,2022-09-16
India,IN,en.wikipedia,242702,Monkeypox,1327,2022-09-17
United States of America,US,en.wikipedia,242702,Monkeypox,3404,2022-09-17
New Zealand,NZ,en.wikipedia,242702,Monkeypox,806,2022-09-17
India,IN,en.wikipedia,242702,Monkeypox,1170,2022-09-18
United States of America,US,en.wikipedia,242702,Monkeypox,3237,2022-09-18
New Zealand,NZ,en.wikipedia,242702,Monkeypox,516,2022-09-18
India,IN,en.wikipedia,242702,Monkeypox,661,2022-09-19
United States of America,US,en.wikipedia,242702,Monkeypox,3688,2022-09-19
United States of America,US,en.wikipedia,242702,Monkeypox,3317,2022-09-20
United States of America,US,en.wikipedia,242702,Monkeypox,3150,2022-09-21
United States of America,US,en.wikipedia,242702,Monkeypox,2609,2022-09-22
United States of America,US,en.wikipedia,242702,Monkeypox,1546,2022-09-23
United States of America,US,en.wikipedia,242702,Monkeypox,1039,2022-09-24
United States of America,US,en.wikipedia,242702,Monkeypox,881,2022-09-25
United States of America,US,en.wikipedia,242702,Monkeypox,993,2022-09-26
United States of America,US,en.wikipedia,242702,Monkeypox,835,2022-09-27
United States of America,US,en.wikipedia,242702,Monkeypox,697,2022-09-28
United States of America,US,en.wikipedia,242702,Monkeypox,710,2022-09-29
United States of America,US,en.wikipedia,242702,Monkeypox,770,2022-09-30
United States of America,US,en.wikipedia,242702,Monkeypox,544,2022-10-01
United States of America,US,en.wikipedia,242702,Monkeypox,727,2022-10-02
United States of America,US,en.wikipedia,242702,Monkeypox,724,2022-10-03
United States of America,US,en.wikipedia,242702,Monkeypox,700,2022-10-04
United States of America,US,en.wikipedia,242702,Monkeypox,656,2022-10-05
United States of America,US,en.wikipedia,242702,Monkeypox,704,2022-10-06
United States of America,US,en.wikipedia,242702,Monkeypox,581,2022-10-07
United States of America,US,en.wikipedia,242702,Monkeypox,486,2022-10-08
United States of America,US,en.wikipedia,242702,Monkeypox,570,2022-10-10
United States of America,US,en.wikipedia,242702,Monkeypox,577,2022-10-11
United States of America,US,en.wikipedia,242702,Monkeypox,581,2022-10-12
United States of America,US,en.wikipedia,242702,Monkeypox,678,2022-10-13
United States of America,US,en.wikipedia,242702,Monkeypox,513,2022-10-14
United States of America,US,en.wikipedia,242702,Monkeypox,505,2022-10-15
United States of America,US,en.wikipedia,242702,Monkeypox,554,2022-10-17
United States of America,US,en.wikipedia,242702,Monkeypox,573,2022-10-18
United States of America,US,en.wikipedia,242702,Monkeypox,531,2022-10-19
United States of America,US,en.wikipedia,242702,Monkeypox,592,2022-10-20
United States of America,US,en.wikipedia,242702,Monkeypox,461,2022-10-21
United States of America,US,en.wikipedia,242702,Monkeypox,539,2022-10-23
United States of America,US,en.wikipedia,242702,Monkeypox,617,2022-10-24
United States of America,US,en.wikipedia,242702,Monkeypox,631,2022-10-25
United States of America,US,en.wikipedia,242702,Monkeypox,638,2022-10-26
United States of America,US,en.wikipedia,242702,Monkeypox,587,2022-10-27
United States of America,US,en.wikipedia,242702,Monkeypox,496,2022-11-01
United States of America,US,en.wikipedia,242702,Monkeypox,637,2022-11-03
United States of America,US,en.wikipedia,242702,Monkeypox,777,2022-11-04
United States of America,US,en.wikipedia,242702,Monkeypox,680,2022-11-05
United States of America,US,en.wikipedia,242702,Monkeypox,581,2022-11-07
United States of America,US,en.wikipedia,242702,Monkeypox,583,2022-11-08
United States of America,US,en.wikipedia,242702,Monkeypox,733,2022-11-09
United States of America,US,en.wikipedia,242702,Monkeypox,825,2022-11-10
United States of America,US,en.wikipedia,242702,Monkeypox,961,2022-11-11
United States of America,US,en.wikipedia,242702,Monkeypox,854,2022-11-12
United States of America,US,en.wikipedia,242702,Monkeypox,810,2022-11-13
United States of America,US,en.wikipedia,242702,Monkeypox,784,2022-11-14
United States of America,US,en.wikipedia,242702,Monkeypox,611,2022-11-15
United States of America,US,en.wikipedia,242702,Monkeypox,694,2022-11-16
United States of America,US,en.wikipedia,242702,Monkeypox,808,2022-11-17
United States of America,US,en.wikipedia,242702,Monkeypox,663,2022-11-18
United States of America,US,en.wikipedia,242702,Monkeypox,558,2022-11-19
United States of America,US,en.wikipedia,242702,Monkeypox,514,2022-11-20
United States of America,US,en.wikipedia,242702,Monkeypox,596,2022-11-21
United States of America,US,en.wikipedia,242702,Monkeypox,553,2022-11-22
United States of America,US,en.wikipedia,242702,Monkeypox,868,2022-11-23
United States of America,US,en.wikipedia,242702,Monkeypox,761,2022-11-24
United States of America,US,en.wikipedia,242702,Monkeypox,646,2022-11-25
United States of America,US,en.wikipedia,242702,Monkeypox,702,2022-11-26
United States of America,US,en.wikipedia,242702,Monkeypox,694,2022-11-27
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1651,2022-11-28
United States of America,US,en.wikipedia,242702,Monkeypox,2037,2022-11-28
United Kingdom,GB,en.wikipedia,242702,Monkeypox,553,2022-11-29
United States of America,US,en.wikipedia,242702,Monkeypox,2820,2022-11-29
United States of America,US,en.wikipedia,242702,Monkeypox,1467,2022-11-30
United States of America,US,en.wikipedia,242702,Monkeypox,1124,2022-12-01
United States of America,US,en.wikipedia,242702,Monkeypox,755,2022-12-02
United States of America,US,en.wikipedia,242702,Monkeypox,796,2022-12-03
United States of America,US,en.wikipedia,242702,Monkeypox,835,2022-12-04
United States of America,US,en.wikipedia,242702,Monkeypox,720,2022-12-05
United States of America,US,en.wikipedia,242702,Monkeypox,767,2022-12-06
United States of America,US,en.wikipedia,242702,Monkeypox,693,2022-12-07
United States of America,US,en.wikipedia,242702,Monkeypox,660,2022-12-08
United States of America,US,en.wikipedia,242702,Monkeypox,628,2022-12-09
United States of America,US,en.wikipedia,242702,Monkeypox,521,2022-12-12
United States of America,US,en.wikipedia,242702,Monkeypox,566,2022-12-13
United States of America,US,en.wikipedia,242702,Monkeypox,614,2022-12-14
United States of America,US,en.wikipedia,242702,Monkeypox,575,2022-12-15
United States of America,US,en.wikipedia,242702,Monkeypox,627,2022-12-16
United States of America,US,en.wikipedia,242702,Monkeypox,470,2022-12-17
United States of America,US,en.wikipedia,242702,Monkeypox,491,2022-12-19
United States of America,US,en.wikipedia,242702,Monkeypox,496,2022-12-20
United States of America,US,en.wikipedia,242702,Monkeypox,477,2022-12-28
United States of America,US,en.wikipedia,242702,Monkeypox,525,2023-01-06
United States of America,US,en.wikipedia,242702,Monkeypox,524,2023-01-25
United States of America,US,en.wikipedia,242702,Monkeypox,452,2023-01-31
